bank_txn_id,transaction_date,transaction_type,flow_direction,counterparty,amount,currency
BNK0000624,2025-08-05,Customer Receipt,Inflow,Mediterra Shop Services,3347.46,EUR
BNK0000625,2025-06-29,Customer Receipt,Inflow,Atlas Trading SAS,819.24,EUR
BNK0000626,2025-07-18,Customer Receipt,Inflow,Camille Diallo,268.4,EUR
BNK0000627,2025-06-17,Customer Receipt,Inflow,ATLAS TRADING SARL,1067.51,EUR
BNK0000628,2025-06-17,Customer Receipt,Inflow,Bati Plus SARL,10973.9,EUR
BNK0000629,2025-07-22,Customer Receipt,Inflow,Atlas Trading Holding,2991.87,EUR
BNK0000630,2025-07-10,Customer Receipt,Inflow,Kora Logistics SARL,148.84,EUR
BNK0000631,2025-06-10,Customer Receipt,Inflow,Lucie Bertrand,419.03,EUR
BNK0000632,07-06-2025,Customer Receipt,Inflow,Emma Bernard,139.27,EUR
BNK0000633,2025-06-21,Customer Receipt,Inflow,Karim Dupont,237.42,EUR
BNK0000634,2025-06-25,Customer Receipt,Inflow,Ahmed Lopez,379.57,EUR
BNK0000635,,Customer Receipt,Inflow,Lea Lambert,1126.02,EUR
BNK0000636,2025-06-02,Customer Receipt,Inflow,Riviera Supply Group,426.73,EUR
BNK0000637,2025-07-12,Customer Receipt,Inflow,Sarah Robert,1242.74,EUR
BNK0000638,2025-08-13,Customer Receipt,Inflow,Lea Lambert,1287.54,EUR
BNK0000639,2025-07-18,Customer Receipt,Inflow,Noemie Laurent, 2432.38 ,EUR
BNK0000640,2025-06-06,Customer Receipt,Inflow,Bati Plus SARL,295.4,EUR
BNK0000641,2025-06-05,Customer Receipt,Inflow,Jade Richard,42.14,EUR
BNK0000642,2025-06-23,Customer Receipt,Inflow,Urban Motion SARL,41.01,EUR
BNK0000643,2025-07-12,Customer Receipt,Inflow,Sarah Robert, 22.67 , Eur 
BNK0000644,2025-07-01,Customer Receipt,Inflow,Atlas Trading Group,426.36,EUR
BNK0000645,2025-07-22,Customer Receipt,Inflow,Clara Roux,"2173,83",EUR
BNK0000646,2025-08-09,Customer Receipt,Inflow,Prestige Home Holding,2034.79,EUR
BNK0000647,2025-07-25,Customer Receipt,Inflow,Louis Michel,1051.81,EUR
BNK0000648,2025-06-02,Customer Receipt,Inflow,Emma Bernard,1123.52,EUR
BNK0000649,2025-06-26,Customer Receipt,Inflow,Bati Plus Group,345.7,EUR
BNK0000650,2025-07-26,Customer Receipt,Inflow,Antoine Petit,2954.88,EUR
BNK0000651,2025-07-20,Customer Receipt,Inflow,Optima Conseil Group,403.01,EUR
BNK0000652,2025-06-26,Customer Receipt,Inflow,Dylan Lambert,1200.72,EUR
BNK0000653,2025-06-29,Customer Receipt,Inflow,Aurelien Lefevre,167.26,EUR
BNK0000654,2025-06-09,Customer Receipt,Inflow,Jade Richard,404.46,EUR
BNK0000655,2025-06-21,Customer Receipt,Inflow,Karim Dupont,2644.72,EUR
BNK0000656,2025-07-22,Customer Receipt,Inflow,Louis Vincent,736.7,EUR
BNK0000657,2025-07-11,Customer Receipt,Inflow,Smart Office Services,554.19,EUR
BNK0000658,2025-07-01,Customer Receipt,Inflow,Nova Retail Group,4750.85,EUR
BNK0000659,2025-06-12,Customer Receipt,Inflow,Smart Office Group,6399.66,EUR
BNK0000660,2025-07-16,Customer Receipt,Inflow,Sarah Robert,1811.03,EUR
BNK0000661,2025-06-19,Customer Receipt,Inflow,Cap Sud Equipement SARL,24.23,EUR
BNK0000662,2025-08-07,Customer Receipt,Inflow,Louis David,1411.45,EUR
BNK0000663,2025-07-15,Customer Receipt,Inflow,Mariam Garcia,1112.88,EUR
BNK0000664,2025-06-13,Customer Receipt,Inflow,Fatou Robert,631.5,EUR
BNK0000665,2025-07-29,Customer Receipt,Inflow,Camille Richard,1357.44,EUR
BNK0000666,2025-07-22,Customer Receipt,Inflow,Brahim Martinez,181.2,EUR
BNK0000667,2025-06-29,Customer Receipt,Inflow,Emma Bernard,442.14,EUR
BNK0000668,2025-08-05,Customer Receipt,Inflow,Vision Commerce Holding,153.2,EUR
BNK0000669,2025-06-14,Customer Receipt,Inflow,Noemie Bamba,1149.41,EUR
BNK0000670,2025-06-06,Customer Receipt,Inflow,Azur Concept Services,87.66,EUR
BNK0000671,2025-06-07,Customer Receipt,Inflow,Atlas Trading SARL,220.08,EUR
BNK0000672,2025-08-01,Customer Receipt,Inflow,Chloe Moreau,1878.3,EUR
BNK0000673,2025-06-27,Customer Receipt,Inflow,Salome Moreau,1729.0,EUR
BNK0000674,2025-06-13,Customer Receipt,Inflow,Alpha Partners SAS,3666.88,EUR
BNK0000675,2025-07-17,Customer Receipt,Inflow,Hugo David,2111.37,EUR
BNK0000676,2025-07-27,Customer Receipt,Inflow,Thomas Thomas,389.42,EUR
BNK0000677,2025-07-17,Customer Receipt,Inflow,Soleil Distribution Group,931.52,EUR
BNK0000678,2025-07-10,Customer Receipt,Inflow,Atlas Trading Holding,1326.46,EUR
BNK0000679,2025-07-10,Customer Receipt,Inflow,Ines Chevalier,374.44,EUR
BNK0000680,2025-06-21,Customer Receipt,Inflow,Prestige Home SAS,1948.82,EUR
BNK0000681,2025-07-26,Customer Receipt,Inflow,Salome Bonnet,"1285,3",EUR
BNK0000682,2025-07-03,Customer Receipt,Inflow,Louis Lambert,752.65,EUR
BNK0000683,2025-07-31,Customer Receipt,Inflow,Elite Habitat SARL,476.37,EUR
BNK0000684,2025-07-13,Customer Receipt,Inflow,Clara Roux,44.1,EUR
BNK0000685,2025-07-24,Customer Receipt,Inflow,Fatou Bonnet,2619.14,EUR
BNK0000686,2025-08-09,Customer Receipt,Inflow,Camille Diallo,346.57,EUR
BNK0000687,2025-06-10,Customer Receipt,Inflow,Atlas Trading Holding,470.85,EUR
BNK0000688,2025-06-02,Customer Receipt,Inflow,Karim Roux,285.78,EUR
BNK0000689,2025-06-05,Customer Receipt,Inflow,Cap Sud Equipement Holding,3757.63,EUR
BNK0000690,2025-06-27,Customer Receipt,Inflow,Cap Sud Equipement SAS,612.64,EUR
BNK0000691,2025-07-13,Customer Receipt,Inflow,Smart Office Holding,202.06,EUR
BNK0000692,2025-07-31,Customer Receipt,Inflow,Fatou Bonnet,125.78,EUR
BNK0000693,2025-07-29,Customer Receipt,Inflow,Paul Leroy,156.1,EUR
BNK0000694,2025-06-11,Customer Receipt,Inflow,Emma Bernard,761.12,EUR
BNK0000695,2025-08-14,Customer Receipt,Inflow,Prestige Home Holding,547.88,EUR
BNK0000696,2025-06-17,Customer Receipt,Inflow, Elodie Girard,618.42,EUR
BNK0000697,2025-08-09,Customer Receipt,Inflow,Vision Commerce Holding,140.87,EUR
BNK0000698,2025-06-27,Customer Receipt,Inflow,Mediterra Shop Holding,1578.53,EUR
BNK0000699,2025-08-22,Customer Receipt,Inflow,Urban Motion Holding,509.42,EUR
BNK0000700,2025-08-16,Customer Receipt,Inflow,Louis Lambert,44.97,EUR
BNK0000701,2025-08-24,Customer Receipt,Inflow,Azur Concept SARL,1487.66,EUR
BNK0000702,2025-08-17,Customer Receipt,Inflow,Atlas Trading Holding,193.46,EUR
BNK0000703,07-07-2025,Customer Receipt,Inflow,Antoine Leroy,3489.75,EUR
BNK0000704,2025-08-30,Customer Receipt,Inflow,Salome Bonnet,1503.06,EUR
BNK0000705,2025-08-31,Customer Receipt,Inflow,Thomas Thomas,588.36,EUR
BNK0000706,2025-08-10,Customer Receipt,Inflow,Riviera Supply SAS,4278.38,EUR
BNK0000707,2025-08-23,Customer Receipt,Inflow,Salome Diallo,523.33,EUR
BNK0000708,2025-08-15,Customer Receipt,Inflow,Riviera Supply Sas,386.16,EUR
BNK0000709,2025-08-19,Customer Receipt,Inflow,Sarah Bernard,377.17,EUR
BNK0000710,2025-09-16,Customer Receipt,Inflow,Kora Logistics SARL,504.02,EURO
BNK0000711,2025-07-19,Customer Receipt,Inflow,Atlas Trading Group,46.9,EUR
BNK0000712,2025-08-12,Customer Receipt,Inflow,Lea Diallo,1360.55,EUR
BNK0000713,2025-08-13,Customer Receipt,Inflow,Atlas Trading Holding,669.36,EUR
BNK0000714,09-12-2025,Customer Receipt,Inflow,Benoit Bamba,1260.88,EUR
BNK0000715,2025-07-02,Customer Receipt,Inflow,Vision Commerce SAS,210.86,EUR
BNK0000716,2025-07-18,Customer Receipt,Inflow,Mehdi Moreau,271.83,EUR
BNK0000717,2025-07-16,Customer Receipt,Inflow,Elodie Girard,215.19,EUR
BNK0000718,2025-08-15,Customer Receipt,Inflow,Riviera Supply SAS,938.32,EUR
BNK0000719,2025-07-08,Customer Receipt,Inflow,Emma Dubois,568.78,EUR
BNK0000720,2025-08-24,Customer Receipt,Inflow, Camille Richard,8848.79,EUR
BNK0000721,2025-07-30,Customer Receipt,Inflow,Bati Plus Group,1175.92,EUR
BNK0000722,2025-07-02,Customer Receipt,Inflow,Atlas Trading SARL,1020.27,EUR
BNK0000723,2025-07-06,Customer Receipt,Inflow,Prestige Home SARL,219.98,EUR
BNK0000724,2025-08-03,Customer Receipt,Inflow,  Paul Leroy  , 224.44 ,eur
BNK0000725,2025-08-21,Customer Receipt,Inflow,Kora Logistics SARL,358.99,EUR
BNK0000726,2025-08-07,Customer Receipt,Inflow,Delta Market Group,45.41,EUR
BNK0000727,2025-08-29,Customer Receipt,Inflow,Riviera Supply SARL,6972.26,EUR
BNK0000728,2025-07-28,Customer Receipt,Inflow,Salome Moreau,1319.15,EUR
BNK0000729,2025-07-26,Customer Receipt,Inflow,Riviera Supply Group,311.85,EUR
BNK0000730,2025-07-15,Customer Receipt,Inflow,Noemie Leroy,628.72,EUR
BNK0000731,2025-07-09,Customer Receipt,Inflow,Laura Diallo,221.43,EUR
BNK0000732,2025-07-02,Customer Receipt,Inflow,Urban Motion Services,585.78,EUR
BNK0000733,2025-07-22,Customer Receipt,Inflow,Jade Richard,1819.83,EUR
BNK0000734,2025-08-24,Customer Receipt,Inflow,Azur Concept Services,1707.45,EUR
BNK0000735,2025-07-14,Customer Receipt,Inflow,Riviera Supply Group,1240.06,EUR
BNK0000736,2025-07-01,Customer Receipt,Inflow,Romain Konate,489.8,EUR
BNK0000737,2025-07-22,Customer Receipt,Inflow,Lea Konate,484.29,EUR
BNK0000738,2025-08-25,Customer Receipt,Inflow,ANTOINE PETIT,2124.85,EUR
BNK0000739,2025-07-19,Customer Receipt,Inflow,Atlas Trading Group,125.91,EUR
BNK0000740,2025-07-05,Customer Receipt,Inflow,Chloe Lefevre,86.29,EUR
BNK0000741,2025-08-12,Customer Receipt,Inflow,Thomas Dubois,82.14, Eur 
BNK0000742,2025-07-28,Customer Receipt,Inflow,Atlas Trading SARL,533.52,EUR
BNK0000743,2025-07-23,Customer Receipt,Inflow,Yassine Legrand,309.99,EUR
BNK0000744,2025-08-23,Customer Receipt,Inflow,Camille Richard,535.02,EUR
BNK0000745,2025-08-27,Customer Receipt,Inflow,Nicolas Durand,558.02,EUR
BNK0000746,2025-08-28,Customer Receipt,Inflow,Noemie Lefevre,1725.16,EUR
  BNK0000747  ,2025-08-02,Customer Receipt,Inflow,Emma  Dubois,1614.66,EUR
BNK0000748,2025-08-21,Customer Receipt,Inflow,VISION COMMERCE GROUP, 74.59 ,EUR
BNK0000749,,Customer Receipt,Inflow,Brahim Thomas,161.22,EUR
BNK0000750,2025-07-10,Customer Receipt,Inflow,Laura Diallo,1206.24,EUR
BNK0000751,2025-08-06,Customer Receipt,Inflow,Camille Petit,1208.61,EUR
BNK0000752,2025-08-16,Customer Receipt,Inflow,Bati Plus Group,708.37,EUR
BNK0000753,2025-07-24,Customer Receipt,Inflow,Mehdi Lambert,43.4,EUR
BNK0000754,2025-07-10,Customer Receipt,Inflow,Mediterra Shop Holding,48.08,EUR
BNK0000755,2025-08-08,Customer Receipt,Inflow,Atlas Trading Holding,221.6,EUR
BNK0000756,2025-07-12,Customer Receipt,Inflow,Smart Office Holding,651.48,EUR
BNK0000757,2025-07-27,Customer Receipt,Inflow,Urban Motion SAS,1832.76,EUR
BNK0000758,2025-08-09,Customer Receipt,Inflow,Aicha Vincent,1311.12,EUR
BNK0000759,2025-08-18,Customer Receipt,Inflow,Hugo Lefevre,534.78,EUR
BNK0000760,2025-08-02,Customer Receipt,Inflow,Julie Diop,452.32,EUR
BNK0000761,2025-08-19,Customer Receipt,Inflow,Urban Motion SAS,1749.55,EUR
BNK0000762,2025-07-04,Customer Receipt,Inflow,Smart Office Holding,122.1,EUR
BNK0000763,2025-08-07,Customer Receipt,Inflow,Ines Chevalier,651.27,EUR
BNK0000764,2025-08-07,Customer Receipt,Inflow,Riviera Supply Holding,203.23,EUR
BNK0000765,2025-08-23,Customer Receipt,Inflow,Brahim Martinez,431.72,EUR
BNK0000766,2025-08-16,Customer Receipt,Inflow,Mediterra Shop Holding,533.99,EUR
BNK0000767,2025-07-28,Customer Receipt,Inflow,Cap Sud Equipement SARL,276.15,EUR
BNK0000768,2025-09-06,Customer Receipt,Inflow,Atlas Trading Services,39.52,EUR
BNK0000769,2025-09-03,Customer Receipt,Inflow,Noemie Laurent,39.82,EUR
BNK0000770,2025-07-16,Customer Receipt,Inflow,Riviera Supply Group,645.02,EUR
BNK0000771,2025-07-10,Customer Receipt,Inflow,Prestige Home SARL,1871.19,EUR
BNK0000772,2025-07-11,Customer Receipt,Inflow,Ahmed Lopez,640.57,EUR
BNK0000773,2025-07-29,Customer Receipt,Inflow,Karim Dupont,3166.53,EUR
BNK0000774,2025-07-16,Customer Receipt,Inflow,Delta Market Holding,1134.44,EUR
BNK0000775,2025-08-20,Customer Receipt,Inflow,Louis Michel,2104.6,EUR
BNK0000776,2025-08-20,Customer Receipt,Inflow,Soleil Distribution Group,1839.24,EUR
BNK0000777,2025-07-29,Customer Receipt,Inflow,Chloe Lefevre,2522.25,EUR
BNK0000778,2025-08-11,Customer Receipt,Inflow,Aurelien Morel,2134.47,EUR
bnk0000779,2025-08-22,Customer Receipt,Inflow,Elodie Martinez,1759.47,EUR
BNK0000780,2025-07-29,Customer Receipt,Inflow,Florian Legrand,2671.06,EUR
BNK0000781,2025-09-05,Customer Receipt,Inflow,Soleil Distribution Services,118.03,EUR
BNK0000782,2025-07-25,Customer Receipt,Inflow,Yassine Konate,560.4,EUR
BNK0000783,2025-08-08,Customer Receipt,Inflow,Riviera Supply Holding,264.48,EUR
BNK0000784,2025-07-23,Customer Receipt,Inflow,Alpha Partners SAS,2680.44,EUR
BNK0000785,2025-07-24,Customer Receipt,Inflow,Noemie Vincent,113.05,EUR
BNK0000786,2025-07-24,Customer Receipt,Inflow,Karim Dupont,2246.64,EUR
BNK0000787,2025-07-22,Customer Receipt,Inflow,Elite Habitat SAS,"45,02",EUR
BNK0000788,2025-07-20,Customer Receipt,Inflow,Delta Market Holding,302.91,EUR
BNK0000789,2025-07-18,Customer Receipt,Inflow,Riviera Supply Group,142.61,EUR
BNK0000790,2025-08-14,Customer Receipt,Inflow,Nova Retail Group,989.66,EUR
BNK0000791,2025-07-20,Customer Receipt,Inflow,Prestige Home Services,93.2,EUR
BNK0000792,2025-08-22,Customer Receipt,Inflow,Maxime Bertrand,115.34,EUR
BNK0000793,2025-07-07,Customer Receipt,Inflow,Salome Moreau,148.36,EUR
BNK0000794,2025-08-01,Customer Receipt,Inflow,Salome Michel,535.71,EUR
BNK0000795,2025-07-25,Customer Receipt,Inflow,Blue Horizon SARL,1084.6,EUR
BNK0000796,2025-08-24,Customer Receipt,Inflow,Maxime Bertrand,1709.64,EUR
BNK0000797,2025-08-05,Customer Receipt,Inflow,Kora Logistics Group,1537.14,EUR
BNK0000798,2025-07-27,Customer Receipt,Inflow,Ines Simon,1229.52,EUR
BNK0000799,2025-07-30,Customer Receipt,Inflow,Lea Konate,180.82,EUR
BNK0000800,16/09/2025,Customer Receipt,Inflow,Topline Solutions SAS,90.23,EUR
BNK0000801,2025-08-27,Customer Receipt,Inflow,Soleil Distribution Group,572.05,EUR
BNK0000802,2025-08-27,Customer Receipt,Inflow,Laura Bertrand,194.79,EUR
BNK0000803,2025-07-25,Customer Receipt,Inflow,Bati Plus Group,2598.72,EUR
BNK0000804,2025-08-21,Customer Receipt,Inflow,Sarah Bernard,761.79,EUR
BNK0000805,2025-08-19,Customer Receipt,Inflow,Fatou Petit,2151.9,EUR
BNK0000806,2025-08-06,Customer Receipt,Inflow,Mariam Garcia,662.48,EUR
BNK0000807,2025-08-30,Customer Receipt,Inflow,Vision Commerce Holding,529.42,EUR
BNK0000808,2025-08-24,Customer Receipt,Inflow,Benoit Bamba,2312.29,EUR
BNK0000809,2025-07-27,Customer Receipt,Inflow,Karim Roux,146.96,EUR
BNK0000810,2025-08-21,Customer Receipt,Inflow,Camille Petit,81.7,EUR
BNK0000811,2025-07-30,Customer Receipt,Inflow,Bati Plus SARL,4093.3,EUR
BNK0000812,2025-09-01,Customer Receipt,Inflow,Paul Dubois,751.42,EURO
BNK0000813,2025-07-04,Customer Receipt,Inflow,Nova Retail SAS,97.12,EUR
BNK0000814,2025-07-20,Customer Receipt,Inflow,Yassine Konate,492.87,EUR
BNK0000815,2025-07-07,Customer Receipt,Inflow,Soleil Distribution SAS,207.78,EUR
BNK0000816,2025-09-06,Customer Receipt,Inflow,Fatou Petit,247.3,EUR
BNK0000817,2025-08-27,Customer Receipt,Inflow,Kora Logistics SARL,1234.84,EUR
BNK0000818,2025-08-10,Customer Receipt,Inflow,Nicolas Laurent,2618.41,EUR
BNK0000819,2025-08-17,Customer Receipt,Inflow,Benoit Bamba,6873.59,EURO
BNK0000820,2025-07-02,Customer Receipt,Inflow,Riviera Supply Group,177.33,EUR
BNK0000821,2025-08-04,Customer Receipt,Inflow,Kevin Traore,1405.74,EUR
BNK0000822,2025-08-12,Customer Receipt,Inflow,Thomas Dupont,259.78,EUR
BNK0000823,2025-08-11,Customer Receipt,Inflow,Salome Traore,614.26,EUR
BNK0000824,2025-08-27,Customer Receipt,Inflow,Vision Commerce Group,2689.31,EUR
BNK0000825,2025-08-28,Customer Receipt,Inflow,Vision Commerce Group,379.12,EUR
BNK0000826,2025-07-29,Customer Receipt,Inflow,Louis Michel,1387.92,EUR
BNK0000827,2025-08-28,Customer Receipt,Inflow,Vision Commerce Holding,65.26,EUR
BNK0000828,2025-07-31,Customer Receipt,Inflow,Urban Motion SARL,2024.53,EUR
BNK0000829,2025-08-28,Customer Receipt,Inflow,Paul Dubois,5276.2,EUR
BNK0000830,2025-07-29,Customer Receipt,Inflow,Topline Solutions SAS,1881.78,EUR
BNK0000831,2025-07-29,Customer Receipt,Inflow,Dylan Traore,479.94,EUR
BNK0000832,2025-07-06,Customer Receipt,Inflow,Urban Motion SAS,2271.1,EUR
BNK0000833,2025-08-16,Customer Receipt,Inflow,Fatou Petit,121.01,EUR
BNK0000834,2025-08-22,Customer Receipt,Inflow,Sarah Bernard,2252.96,EUR
BNK0000835,2025-07-18,Customer Receipt,Inflow,Prestige Home SAS,2079.72,EUR
BNK0000836,2025-07-06,Customer Receipt,Inflow,Fatou Garcia,2135.64,EUR
BNK0000837,2025-08-23,Customer Receipt,Inflow,Antoine Petit,677.33,EUR
BNK0000838,2025-08-19,Customer Receipt,Inflow,Chloe Robert,416.43,EUR
BNK0000839,2025-07-21,Customer Receipt,Inflow,Noemie Bamba,89.12,EUR
BNK0000840,2025-08-15,Customer Receipt,Inflow,Riviera Supply SAS,320.99,EUR
BNK0000841,2025-08-20,Customer Receipt,Inflow,Riviera Supply Group,3290.52,EUR
BNK0000842,2025-09-10,Customer Receipt,Inflow,Aurelien Morel,615.91,EUR
BNK0000843,2025-09-20,Customer Receipt,Inflow,Vision Commerce Holding,88.7,EUR
BNK0000844,2025-09-19,Customer Receipt,Inflow,Sarah Robert,68.83,EUR
BNK0000845,2025-08-23,Customer Receipt,Inflow,Prestige Home Services,211.67,EUR
BNK0000846,2025-09-01,Customer Receipt,Inflow,Nova Retail SAS,1307.24,EUR
BNK0000847 ,2025-09-16,Customer Receipt,Inflow,Riviera Supply SAS ,1508.22,EUR
BNK0000848,2025-09-21,Customer Receipt,Inflow,Nova Retail Group,1095.48,EUR
BNK0000849,2025-09-09,Customer Receipt,Inflow,Azur Concept Services,243.33,EUR
BNK0000850,2025-09-28,Customer Receipt,Inflow,Camille Richard,958.12,EUR
BNK0000851,09-26-2025,Customer Receipt,Inflow,Smart Office Services,6052.79,EUR
BNK0000852,2025-10-10,Customer Receipt,Inflow,Optima Conseil Group,1154.04,EUR
BNK0000853,2025-08-28,Customer Receipt,Inflow,Bati Plus Holding,423.78,EUR
BNK0000854,2025-08-31,Customer Receipt,Inflow,Riviera Supply Group,281.17,EUR
BNK0000855,2025-09-06,Customer Receipt,Inflow,Salome Michel,1943.84,EUR
BNK0000856,2025-08-18,Customer Receipt,Inflow,Riviera Supply Group,4509.12,EUR
BNK0000857,2025-09-22,Customer Receipt,Inflow,Riviera Supply Holding,4898.11,EUR
BNK0000858,2025-09-05,Customer Receipt,Inflow,Vision Commerce Group,78.77,EUR
BNK0000859,2025-08-11,Customer Receipt,Inflow,Smart Office Holding,843.72,EUR
BNK0000860,2025-08-03,Customer Receipt,Inflow,Mehdi Moreau,72.72,EUR
BNK0000861,2025-09-25,Customer Receipt,Inflow,Optima Conseil Group,605.83,EUR
BNK0000862,2025-09-17,Customer Receipt,Inflow,Elite Habitat SARL,3858.45,EUR
BNK0000863,2025-09-29,Customer Receipt,Inflow,Optima Conseil Group,895.24,EUR
BNK0000864,2025-08-09,Customer Receipt,Inflow,Ahmed Lopez,3383.2,EUR
BNK0000865,2025-08-05,Customer Receipt,Inflow,Riviera Supply Group,2016.54,EUR
BNK0000866,2025-09-08,Customer Receipt,Inflow,Delta Market Group,126.25,EUR
BNK0000867,2025-08-12,Customer Receipt,Inflow,Noemie Bamba,476.75,EUR
BNK0000868,2025-09-29,Customer Receipt,Inflow,Kora Logistics SARL,1818.09,EUR
BNK0000869,2025-08-29,Customer Receipt,Inflow,Smart Office Holding,1740.34,EUR
BNK0000870,2025-09-15,Customer Receipt,Inflow,Urban Motion SAS,558.32,EUR
BNK0000871,2025-08-25,Customer Receipt,Inflow,Jade Lopez,84.0,EUR
BNK0000872,2025-10-08,Customer Receipt,Inflow,Hugo David,159.64,EUR
BNK0000873,2025-08-01,Customer Receipt,Inflow,Ahmed Lopez,1203.12,EUR
BNK0000874,2025-09-24,Customer Receipt,Inflow,Atlas Trading Holding,3085.92,EUR
BNK0000875,2025-09-13,Customer Receipt,Inflow,Kora Logistics SARL,527.44,EUR
BNK0000876,2025-09-29,Customer Receipt,Inflow,Louis Lambert,1051.74,EUR
BNK0000877,2025-08-23,Customer Receipt,Inflow,Elite Habitat Services,2363.64,EUR
BNK0000878,2025-08-31,Customer Receipt,Inflow,Yassine Konate,151.16,EUR
BNK0000879,2025-08-05,Customer Receipt,Inflow,Soleil Distribution SAS,428.32,EUR
BNK0000880,2025-08-15,Customer Receipt,Inflow,Chloe Bamba ,894.62,EUR
BNK0000881,2025-10-02,Customer Receipt,Inflow,Urban Motion Holding,1447.46,EUR
BNK0000882,2025-09-15,Customer Receipt,Inflow,Morgane Andre,820.88,EUR
BNK0000883,2025-10-15,Customer Receipt,Inflow,Smart Office Holding,189.72,EUR
BNK0000884,2025-08-02,Customer Receipt,Inflow,Fatou Robert,833.04,EUR
BNK0000885,2025-09-17,Customer Receipt,Inflow,Optima Conseil Services,210.24,EUR
BNK0000886,2025-10-04,Customer Receipt,Inflow,Optima Conseil Services,248.72,EUR
BNK0000887,2025-08-20,Customer Receipt,Inflow,Bati Plus Holding,365.37,EUR
BNK0000888,2025-08-12,Customer Receipt,Inflow,Riviera Supply Group,209.72,EUR
BNK0000889,2025-09-25,Customer Receipt,Inflow,Camille Richard,1586.28,EUR
BNK0000890,2025-08-30,Customer Receipt,Inflow,Sarah Petit,213.55,EUR
BNK0000891,2025-09-16,Customer Receipt,Inflow,Thomas Dupont,4089.43,EUR
BNK0000892,2025-09-23,Customer Receipt,Inflow,Camille Diallo,10601.38,EUR
BNK0000893,2025-08-29,Customer Receipt,Inflow,Azur Concept Services,2321.28,EUR
BNK0000894,2025-08-29,Customer Receipt,Inflow,Atlas Trading SAS,192.6,EUR
BNK0000895,2025-09-05,Customer Receipt,Inflow,Hugo Lefevre,776.79,EUR
BNK0000896,2025-09-19,Customer Receipt,Inflow,Hugo Lefevre,1138.1,EUR
BNK0000897,2025-09-11,Customer Receipt,Inflow,Atlas Trading Holding,752.09,EUR
BNK0000898,2025-09-16,Customer Receipt,Inflow,Soleil Distribution Group,2283.15,EUR
BNK0000899,2025-09-22,Customer Receipt,Inflow,Prestige Home Holding,391.65,EUR
BNK0000900,2025-08-17,Customer Receipt,Inflow,Nova Retail SAS,638.99,EUR
BNK0000901,2025-10-06,Customer Receipt,Inflow,Antoine Petit,554.96,EUR
BNK0000902,2025-09-13,Customer Receipt,Inflow,Sarah Robert,472.16,EUR
BNK0000903,2025-09-12,Customer Receipt,Inflow,Dylan Chevalier,771.5,EUR
BNK0000904,2025-08-04,Customer Receipt,Inflow,Emma Dubois,657.52,EUR
BNK0000905,2025-08-05,Customer Receipt,Inflow,Emma Bernard,260.0,EUR
BNK0000906,2025-08-12,Customer Receipt,Inflow,Prestige Home Services,90.54,EUR
BNK0000907,2025-08-30,Customer Receipt,Inflow,Delta Market Holding,104.1,EUR
BNK0000908,2025-10-14,Customer Receipt,Inflow,Elite Habitat SARL,4415.39,EUR
BNK0000909,2025-08-10,Customer Receipt,Inflow,Chloe Bamba,3660.94,EUR
BNK0000910,2025-09-19,Customer Receipt,Inflow,Camille Richard,6670.58,EUR
BNK0000911,2025-08-31,Customer Receipt,Inflow,Smart Office Group,838.18,EUR
BNK0000912,2025-08-29,Customer Receipt,Inflow,Riviera Supply SAS,830.4,EUR
BNK0000913,2025-08-20,Customer Receipt,Inflow,Smart Office Holding,76.49,EUR
BNK0000914,2025-09-27,Customer Receipt,Inflow,Aicha Francois,779.04,EUR
BNK0000915,2025-08-23,Customer Receipt,Inflow,Cap Sud Equipement SAS,239.8,EUR
BNK0000916,2025-10-07,Customer Receipt,Inflow,Optima Conseil Holding,65.72,EUR
BNK0000917,2025-08-29,Customer Receipt,Inflow,Salome Bonnet,398.16,EUR
BNK0000918,2025-08-01,Customer Receipt,Inflow,Atlas Trading Group,1801.23,EUR
BNK0000919,2025-09-12,Customer Receipt,Inflow,Paul Leroy,64.8,EUR
BNK0000920,2025-09-10,Customer Receipt,Inflow,Hexa Services SARL,835.13,EUR
BNK0000921,2025-09-24,Customer Receipt,Inflow,Brahim Morel,297.25,EUR
BNK0000922,2025-09-12,Customer Receipt,Inflow,Optima Conseil Holding,81.29,EUR
BNK0000923,2025-09-21,Customer Receipt,Inflow,Thomas Dupont,92.95,EUR
BNK0000924,2025-09-24,Customer Receipt,Inflow,Salome Traore,290.56,EUR
BNK0000925,2025-08-28,Customer Receipt,Inflow,Nova Retail SAS,2328.48,EUR
BNK0000926,2025-08-25,Customer Receipt,Inflow,Chloe Bamba,104.25,EUR
BNK0000927,2025-09-25,Customer Receipt,Inflow,Fatou Bonnet,809.56,EUR
BNK0000928,2025-08-15,Customer Receipt,Inflow,Fatou Garcia,699.75,EUR
BNK0000929,2025-08-04,Customer Receipt,Inflow,Bati Plus Holding,625.41,EUR
BNK0000930,2025-09-14,Customer Receipt,Inflow,Louis David,612.09,EUR
BNK0000931,2025-08-30,Customer Receipt,Inflow,Noemie Lefevre,7357.84,EUR
BNK0000932,2025-09-04,Customer Receipt,Inflow,Salome Traore,3267.38,EUR
BNK0000933,2025-10-06,Customer Receipt,Inflow,Vision Commerce Holding,1160.51,EUR
BNK0000934,2025-10-12,Customer Receipt,Inflow,Thomas Thomas,3348.71,EUR
BNK0000935,20/09/2025,Customer Receipt,Inflow,Thomas Dupont,113.53,EUR
